month,hour,meanHourlyCapFactor,medianHourlyCapFactor,p90HourlyCapFactor,p10HourlyCapFactor,meanHourlyEnergyMWh,medianHourlyEnergyMWh,p90HourlyEnergyMWh,p10HourlyEnergyMWh
1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0
1,3,0,0,0,0,0,0,0,0
1,4,0,0,0,0,0,0,0,0
1,5,0,0,0,0,0,0,0,0
1,6,0.09517293104608297,0.080386,0.2023724,0.01477948,2.3793232761520713,2.0096499999999997,5.05931,0.369487
1,7,0.44345162995391657,0.41224,0.828144,0.09300320000000001,11.086290748847915,10.306000000000001,20.7036,2.32508
1,8,0.638462575576036,0.68886,1,0.18839000000000003,15.961564389400927,17.2215,25,4.7097500000000005
1,9,0.7713154562211967,0.9240999999999999,1,0.3253392,19.282886405529943,23.1025,25,8.13348
1,10,0.8471573133640555,1,1,0.483944,21.178932834101392,25,25,12.0986
1,11,0.8847451658986176,1,1,0.571808,22.118629147465445,25,25,14.295200000000001
1,12,0.8739841382488476,1,1,0.531732,21.849603456221185,25,25,13.293300000000002
1,13,0.8511748433179729,1,1,0.42886,21.2793710829493,25,25,10.7215
1,14,0.7926376635944702,0.94476,1,0.2840224,19.815941589861772,23.619,25,7.100560000000001
1,15,0.7109945806451615,0.80394,1,0.1819768,17.774864516129036,20.0985,25,4.54942
1,16,0.581412659907834,0.6169800000000001,0.9990200000000001,0.1075064,14.535316497695838,15.424499999999998,24.975500000000004,2.68766
1,17,0.43247302626728074,0.42004,0.8194640000000001,0.0744644,10.811825656682013,10.501000000000001,20.486600000000003,1.86161
1,18,0.11154109652073736,0.102074,0.21775840000000002,0.02376824,2.7885274130184357,2.55185,5.44396,0.594206
1,19,0,0,0,0,0,0,0,0
1,20,0,0,0,0,0,0,0,0
1,21,0,0,0,0,0,0,0,0
1,22,0,0,0,0,0,0,0,0
1,23,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0
2,3,0,0,0,0,0,0,0,0
2,4,0,0,0,0,0,0,0,0
2,5,0,0,0,0,0,0,0,0
2,6,0.04110201709734519,0.0356456,0.08779200000000001,0.0024962,1.0275504274336276,0.8911400000000002,2.1948000000000003,0.062405
2,7,0.4025246053097342,0.39946,0.73736,0.074388,10.063115132743352,9.9865,18.434,1.8597000000000001
2,8,0.648142255878634,0.70476,1,0.17054,16.20355639696585,17.619,25,4.2635
2,9,0.7740273683944369,0.9454,1,0.298424,19.350684209860948,23.635,25,7.460600000000001
2,10,0.8459553173198476,1,1,0.4454,21.1488829329962,25,25,11.135
2,11,0.8748944525916564,1,1,0.52516,21.872361314791398,25,25,13.129
2,12,0.8722565208596711,1,1,0.5194,21.806413021491775,25,25,12.985
2,13,0.8502824424778761,1,1,0.46632,21.257061061946924,25,25,11.658
2,14,0.810725532237673,0.97616,1,0.321428,20.268138305941843,24.404,25,8.0357
2,15,0.7209133147914036,0.892,1,0.14172,18.022832869785088,22.3,25,3.543
2,16,0.6019920652338807,0.67,1,0.087576,15.049801630847051,16.75,25,2.1894
2,17,0.46232070543615655,0.46744,0.86712,0.063484,11.55801763590391,11.686,21.678,1.5871
2,18,0.10126773852338809,0.093928,0.20199599999999998,0.0167716,2.5316934630847046,2.3482,5.0499,0.41928999999999994
2,19,0,0,0,0,0,0,0,0
2,20,0,0,0,0,0,0,0,0
2,21,0,0,0,0,0,0,0,0
2,22,0,0,0,0,0,0,0,0
2,23,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0
3,2,0,0,0,0,0,0,0,0
3,3,0,0,0,0,0,0,0,0
3,4,0,0,0,0,0,0,0,0
3,5,0,0,0,0,0,0,0,0
3,6,0.023684897156682014,0.022598399999999998,0.0520112,0,0.5921224289170506,0.5649599999999999,1.30028,0
3,7,0.4224748911059907,0.49484,0.655536,0.0858772,10.561872277649773,12.370999999999999,16.388400000000004,2.14693
3,8,0.7377608714285712,0.8835200000000001,1,0.21686360000000005,18.44402178571428,22.088,25,5.421590000000001
3,9,0.8436328387096765,1,1,0.38506280000000004,21.090820967741923,25,25,9.626570000000001
3,10,0.8879164470046088,1,1,0.549048,22.197911175115202,25,25,13.7262
3,11,0.8979374101382497,1,1,0.608348,22.44843525345623,25,25,15.2087
3,12,0.8835577741935482,1,1,0.580648,22.088944354838713,25,25,14.5162
3,13,0.862144972350231,0.9960199999999999,1,0.51664,21.553624308755744,24.9005,25,12.916
3,14,0.8449833963133636,0.98298,1,0.45645600000000003,21.12458490783409,24.5745,25,11.4114
3,15,0.746044613364056,0.89038,1,0.1886996,18.65111533410137,22.259500000000003,25,4.717490000000001
3,16,0.6520054018433185,0.76164,1,0.11467880000000001,16.300135046082957,19.040999999999997,25,2.8669700000000002
3,17,0.43675601705069145,0.4961,0.7210920000000002,0.0647432,10.918900426267285,12.4025,18.027300000000004,1.61858
3,18,0.04190896867741928,0.031827,0.09855080000000006,0.0010109720000000002,1.0477242169354841,0.795675,2.4637700000000016,0.025274300000000003
3,19,0,0,0,0,0,0,0,0
3,20,0,0,0,0,0,0,0,0
3,21,0,0,0,0,0,0,0,0
3,22,0,0,0,0,0,0,0,0
3,23,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0
4,2,0,0,0,0,0,0,0,0
4,3,0,0,0,0,0,0,0,0
4,4,0,0,0,0,0,0,0,0
4,5,0,0,0,0,0,0,0,0
4,6,0.018718917842857164,0.0156028,0.0413304,0,0.46797294607142814,0.39007000000000003,1.03326,0
4,7,0.4593997457142861,0.51738,0.5950840000000001,0.17551519999999998,11.48499364285716,12.9345,14.8771,4.38788
4,8,0.8365955414285724,0.93216,0.994924,0.46862000000000004,20.914888535714272,23.304000000000002,24.8731,11.7155
4,9,0.9230932371428574,1,1,0.676532,23.077330928571424,25,25,16.9133
4,10,0.9458546571428573,1,1,0.81808,23.64636642857143,25,25,20.451999999999998
4,11,0.9474301999999993,1,1,0.841152,23.685754999999975,25,25,21.0288
4,12,0.9268162476190478,1,1,0.770148,23.170406190476214,25,25,19.2537
4,13,0.9000654095238089,0.99426,1,0.66834,22.501635238095215,24.8565,25,16.7085
4,14,0.8775737380952389,0.97758,1,0.597176,21.93934345238094,24.439500000000002,25,14.9294
4,15,0.8311102928571427,0.94018,1,0.46580800000000006,20.777757321428588,23.5045,25,11.6452
4,16,0.7469718528571422,0.85172,0.9469240000000001,0.3221292,18.674296321428578,21.293,23.6731,8.05323
4,17,0.32181970714285696,0.327834,0.474004,0.1536984,8.045492678571422,8.19585,11.8501,3.8424600000000004
4,18,0.0014081188285714297,0,0.003785960000000003,0,0.035202970714285714,0,0.09464900000000008,0
4,19,0,0,0,0,0,0,0,0
4,20,0,0,0,0,0,0,0,0
4,21,0,0,0,0,0,0,0,0
4,22,0,0,0,0,0,0,0,0
4,23,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0
5,2,0,0,0,0,0,0,0,0
5,3,0,0,0,0,0,0,0,0
5,4,0,0,0,0,0,0,0,0
5,5,0,0,0,0,0,0,0,0
5,6,0.0017340469032258064,0,0.006447800000000004,0,0.04335117258064515,0,0.1611950000000001,0
5,7,0.39583933225806445,0.41048,0.49012,0.2863684,9.89598330645161,10.262,12.253,7.159210000000001
5,8,0.8370378479262678,0.87758,0.932184,0.736288,20.925946198156677,21.939500000000002,23.3046,18.4072
5,9,0.9226817235023042,0.95112,0.993372,0.876136,23.067043087557597,23.778,24.8343,21.9034
5,10,0.9438654608294943,0.96312,1,0.91716,23.596636520737302,24.078,25,22.929
5,11,0.9392709907834104,0.95946,1,0.899056,23.48177476958527,23.9865,25,22.4764
5,12,0.915576299539171,0.9459,0.995128,0.813312,22.889407488479264,23.6475,24.8782,20.3328
5,13,0.9011812442396315,0.94514,0.994212,0.740644,22.529531105990795,23.628500000000003,24.8553,18.5161
5,14,0.8774550506912447,0.93596,0.98752,0.6752400000000001,21.936376267281158,23.399,24.688,16.881
5,15,0.8427750027649775,0.90654,0.961624,0.6220640000000001,21.069375069124458,22.6635,24.0406,15.5516
5,16,0.7390622400921645,0.7954399999999999,0.864828,0.5031680000000001,18.476556002304132,19.886000000000003,21.6207,12.5792
5,17,0.18997832198156683,0.191296,0.25397640000000005,0.1374536,4.74945804953917,4.7824,6.349410000000001,3.43634
5,18,0,0,0,0,0,0,0,0
5,19,0,0,0,0,0,0,0,0
5,20,0,0,0,0,0,0,0,0
5,21,0,0,0,0,0,0,0,0
5,22,0,0,0,0,0,0,0,0
5,23,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0
6,2,0,0,0,0,0,0,0,0
6,3,0,0,0,0,0,0,0,0
6,4,0,0,0,0,0,0,0,0
6,5,0,0,0,0,0,0,0,0
6,6,0,0,0,0,0,0,0,0
6,7,0.26598321428571453,0.27666,0.3377376,0.1825096,6.649580357142855,6.9165,8.44344,4.562740000000001
6,8,0.7687918904761917,0.81448,0.86598,0.638216,19.21979726190476,20.362000000000002,21.6495,15.9554
6,9,0.872525233333333,0.90348,0.937928,0.810496,21.8131308333333,22.587,23.4482,20.2624
6,10,0.9004441857142853,0.91796,0.944252,0.871152,22.511104642857145,22.949,23.6063,21.7788
6,11,0.9012578619047624,0.91502,0.941088,0.869328,22.531446547619055,22.875500000000002,23.5272,21.7332
6,12,0.8830099761904755,0.90786,0.935,0.817688,22.075249404761884,22.6965,23.375,20.4422
6,13,0.8757877952380949,0.90954,0.937548,0.770088,21.894694880952393,22.738500000000002,23.4387,19.252200000000002
6,14,0.8587496047619035,0.90446,0.935064,0.701476,21.468740119047652,22.6115,23.3766,17.5369
6,15,0.8223273428571429,0.8729199999999999,0.912124,0.65208,20.55818357142856,21.823,22.8031,16.302
6,16,0.7060129523809527,0.75532,0.8064600000000001,0.5386200000000001,17.650323809523794,18.883000000000003,20.1615,13.465500000000004
6,17,0.15903931047619058,0.163968,0.19940720000000003,0.11536840000000001,3.9759827619047634,4.099200000000001,4.985180000000001,2.8842100000000004
6,18,0,0,0,0,0,0,0,0
6,19,0,0,0,0,0,0,0,0
6,20,0,0,0,0,0,0,0,0
6,21,0,0,0,0,0,0,0,0
6,22,0,0,0,0,0,0,0,0
6,23,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,2,0,0,0,0,0,0,0,0
7,3,0,0,0,0,0,0,0,0
7,4,0,0,0,0,0,0,0,0
7,5,0,0,0,0,0,0,0,0
7,6,0,0,0,0,0,0,0,0
7,7,0.25269276958525355,0.26374,0.312888,0.17821800000000002,6.317319239631342,6.5935,7.8222,4.45545
7,8,0.7879204930875581,0.8254999999999999,0.8823120000000001,0.661616,19.698012327188973,20.6375,22.0578,16.5404
7,9,0.8996391198156678,0.92672,0.96594,0.832704,22.490977995391702,23.168,24.1485,20.817600000000002
7,10,0.9316354377880177,0.94694,0.980896,0.891772,23.29088594470048,23.6735,24.5224,22.2943
7,11,0.9340096820276504,0.94768,0.982512,0.8918320000000001,23.35024205069128,23.692,24.5628,22.2958
7,12,0.9128574700460816,0.9362999999999999,0.971892,0.854572,22.821436751152042,23.4075,24.2973,21.3643
7,13,0.9072417188940095,0.94102,0.975612,0.8291999999999999,22.68104297235023,23.5255,24.3903,20.73
7,14,0.8926392258064519,0.9339,0.968368,0.7687999999999999,22.31598064516132,23.3475,24.2092,19.22
7,15,0.8530850078341017,0.90438,0.943824,0.6980040000000001,21.32712519585256,22.6095,23.5956,17.450100000000003
7,16,0.7458596907834096,0.8005800000000001,0.8549720000000001,0.582064,18.646492269585256,20.014499999999998,21.3743,14.5516
7,17,0.2297787244239628,0.23843999999999999,0.2931264,0.15820120000000001,5.744468110599088,5.961,7.32816,3.9550300000000003
7,18,0.0001052902534562212,0,0,0,0.00263225633640553,0,0,0
7,19,0,0,0,0,0,0,0,0
7,20,0,0,0,0,0,0,0,0
7,21,0,0,0,0,0,0,0,0
7,22,0,0,0,0,0,0,0,0
7,23,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0
8,2,0,0,0,0,0,0,0,0
8,3,0,0,0,0,0,0,0,0
8,4,0,0,0,0,0,0,0,0
8,5,0,0,0,0,0,0,0,0
8,6,0.003886042350230414,0,0.013676800000000005,0,0.09715105875576047,0,0.3419200000000001,0
8,7,0.3544986700460829,0.35231,0.49150000000000005,0.2265616,8.862466751152068,8.80775,12.287500000000001,5.664039999999999
8,8,0.8198809857142859,0.85574,0.952048,0.651164,20.497024642857156,21.3935,23.8012,16.2791
8,9,0.9456267972350242,0.97794,1,0.863256,23.640669930875557,24.448500000000003,25,21.581400000000002
8,10,0.9782193317972352,1,1,0.952284,24.455483294930886,25,25,23.8071
8,11,0.9824365345622117,1,1,0.9660679999999999,24.560913364055295,25,25,24.1517
8,12,0.9774890552995391,1,1,0.954404,24.43722638248849,25,25,23.860100000000003
8,13,0.9714416820276494,1,1,0.9349000000000001,24.286042050691247,25,25,23.3725
8,14,0.9536471705069127,0.99318,1,0.898392,23.841179262672824,24.829500000000003,25,22.459799999999998
8,15,0.9114466479262673,0.94704,1,0.807756,22.7861661981567,23.676,25,20.1939
8,16,0.7817680737327192,0.82148,0.9009440000000001,0.6194959999999999,19.544201843317968,20.537,22.5236,15.487400000000001
8,17,0.3034968198156684,0.31378399999999995,0.3771472,0.2199652,7.587420495391702,7.8446,9.42868,5.49913
8,18,0.0003035683410138249,0,0.001212176,0,0.007589208525345619,0,0.030304400000000002,0
8,19,0,0,0,0,0,0,0,0
8,20,0,0,0,0,0,0,0,0
8,21,0,0,0,0,0,0,0,0
8,22,0,0,0,0,0,0,0,0
8,23,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0
9,2,0,0,0,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0
9,4,0,0,0,0,0,0,0,0
9,5,0,0,0,0,0,0,0,0
9,6,0.05137348911428571,0.042504,0.11047399999999999,0.00986032,1.284337227857142,1.0626,2.76185,0.24650799999999998
9,7,0.5224899347619051,0.53454,0.7588280000000001,0.26486000000000004,13.062248369047623,13.3635,18.9707,6.621500000000001
9,8,0.8346168528571434,0.893,1,0.575796,20.865421321428588,22.325000000000003,25,14.3949
9,9,0.9457554557142853,1,1,0.825276,23.64388639285714,25,25,20.631899999999998
9,10,0.9750225571428571,1,1,0.9658599999999999,24.375563928571445,25,25,24.1465
9,11,0.9816420857142856,1,1,1,24.54105214285714,25,25,25
9,12,0.9804717047619046,1,1,0.9867480000000001,24.511792619047608,25,25,24.6687
9,13,0.9714623142857145,1,1,0.94654,24.286557857142856,25,25,23.6635
9,14,0.9499245142857146,1,1,0.857264,23.748112857142843,25,25,21.4316
9,15,0.8817882238095234,0.95678,1,0.662244,22.044705595238092,23.9195,25,16.5561
9,16,0.7233510419047621,0.7850600000000001,0.93786,0.428496,18.083776047619047,19.6265,23.4465,10.7124
9,17,0.293226982561905,0.31142800000000004,0.418868,0.1347096,7.330674564047618,7.7857,10.4717,3.36774
9,18,0.0005522691761904759,0,0.00222254,0,0.0138067294047619,0,0.0555635,0
9,19,0,0,0,0,0,0,0,0
9,20,0,0,0,0,0,0,0,0
9,21,0,0,0,0,0,0,0,0
9,22,0,0,0,0,0,0,0,0
9,23,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0
10,1,0,0,0,0,0,0,0,0
10,2,0,0,0,0,0,0,0,0
10,3,0,0,0,0,0,0,0,0
10,4,0,0,0,0,0,0,0,0
10,5,0.000004351059907834101,0,0,0,0.00010877649769585254,0,0,0
10,6,0.173034443105991,0.17608800000000002,0.3000572000000001,0.037901,4.325861077649759,4.402200000000001,7.501430000000002,0.947525
10,7,0.6344189589861748,0.7256,0.9114,0.16564800000000002,15.860473974654372,18.14,22.785,4.1412
10,8,0.84143165483871,0.97802,1,0.448912,21.035791370967758,24.450499999999998,25,11.2228
10,9,0.9191628617511525,1,1,0.7041120000000001,22.979071543778797,25,25,17.602800000000002
10,10,0.9430714608294929,1,1,0.8484360000000001,23.576786520737326,25,25,21.2109
10,11,0.9508039769585255,1,1,0.870932,23.770099423963128,25,25,21.773300000000003
10,12,0.9497819124423958,1,1,0.856124,23.744547811059906,25,25,21.4031
10,13,0.9282757649769577,1,1,0.729784,23.206894124423975,25,25,18.244600000000002
10,14,0.8704260967741937,1,1,0.546872,21.760652419354866,25,25,13.671800000000001
10,15,0.7858443170506914,0.90044,1,0.34579200000000004,19.646107926267277,22.511,25,8.6448
10,16,0.6445584838709673,0.7179800000000001,0.9347920000000001,0.1871752,16.113962096774177,17.9495,23.369800000000005,4.67938
10,17,0.30143339912442424,0.325492,0.465544,0.0764676,7.535834978110606,8.1373,11.6386,1.91169
10,18,0.003558241691244242,0,0.011389920000000017,0,0.08895604228110607,0,0.2847480000000004,0
10,19,0,0,0,0,0,0,0,0
10,20,0,0,0,0,0,0,0,0
10,21,0,0,0,0,0,0,0,0
10,22,0,0,0,0,0,0,0,0
10,23,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0
11,1,0,0,0,0,0,0,0,0
11,2,0,0,0,0,0,0,0,0
11,3,0,0,0,0,0,0,0,0
11,4,0,0,0,0,0,0,0,0
11,5,0.00018582019047619044,0,0,0,0.0046455047619047615,0,0,0
11,6,0.21863824414285735,0.21812600000000001,0.4061,0.040095,5.465956103571423,5.45315,10.1525,1.0023750000000002
11,7,0.565743901428571,0.6329,0.931964,0.11884679999999999,14.143597535714298,15.822500000000002,23.2991,2.97117
11,8,0.744817261428571,0.9298,1,0.1974288,18.62043153571428,23.244999999999997,25,4.93572
11,9,0.8362224047619047,1,1,0.3561688,20.905560119047607,25,25,8.90422
11,10,0.8841913476190474,1,1,0.519512,22.10478369047618,25,25,12.987800000000002
11,11,0.8904988619047619,1,1,0.5120560000000002,22.262471547619043,25,25,12.801400000000005
11,12,0.8746942904761914,1,1,0.5005560000000001,21.867357261904758,25,25,12.513900000000001
11,13,0.8438167333333337,1,1,0.39969319999999997,21.095418333333328,25,25,9.992329999999999
11,14,0.7695491285714289,0.91164,1,0.2539316000000001,19.238728214285693,22.791,25,6.348290000000001
11,15,0.6719677380952384,0.76122,1,0.1415556,16.79919345238096,19.0305,25,3.53889
11,16,0.5423313495238096,0.57898,0.94606,0.0912936,13.558283738095238,14.474499999999999,23.6515,2.28234
11,17,0.3236097356190475,0.31896599999999997,0.595728,0.0536892,8.090243390476191,7.97415,14.8932,1.34223
11,18,0.023756141871428563,0.016561600000000003,0.059433200000000005,0,0.5939035467857143,0.4140400000000001,1.4858300000000002,0
11,19,0,0,0,0,0,0,0,0
11,20,0,0,0,0,0,0,0,0
11,21,0,0,0,0,0,0,0,0
11,22,0,0,0,0,0,0,0,0
11,23,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,0
12,2,0,0,0,0,0,0,0,0
12,3,0,0,0,0,0,0,0,0
12,4,0,0,0,0,0,0,0,0
12,5,0.000028404884792626726,0,0,0,0.0007101221198156682,0,0,0
12,6,0.1768556835852538,0.157692,0.3433448,0.03740468,4.421392089631333,3.9422999999999995,8.583620000000002,0.935117
12,7,0.5126380589861755,0.53716,0.889168,0.1192384,12.815951474654378,13.428999999999998,22.229200000000002,2.98096
12,8,0.6948274161290321,0.77378,1,0.2243316,17.37068540322581,19.3445,25,5.60829
12,9,0.8027506958525348,0.9779599999999999,1,0.3676956,20.06876739631336,24.448999999999998,25,9.19239
12,10,0.8614100092165895,1,1,0.47364,21.53525023041473,25,25,11.841000000000001
12,11,0.8809143317972349,1,1,0.534532,22.02285829493088,25,25,13.363300000000002
12,12,0.8753178064516125,1,1,0.51652,21.88294516129032,25,25,12.913
12,13,0.8435823686635943,1,1,0.410576,21.08955921658987,25,25,10.2644
12,14,0.7860349078341018,0.9595800000000001,1,0.2532688,19.650872695852534,23.9895,25,6.331720000000002
12,15,0.6955216405529956,0.81226,1,0.13948760000000002,17.388041013824893,20.3065,25,3.4871900000000005
12,16,0.5643376668202763,0.60198,0.973904,0.1052172,14.108441670506908,15.0495,24.347600000000003,2.63043
12,17,0.38786891013824865,0.36701799999999996,0.7489880000000001,0.0687552,9.696722753456221,9.17545,18.724700000000002,1.71888
12,18,0.07295003797235025,0.06564,0.14777560000000003,0.012087559999999999,1.8237509493087554,1.641,3.6943900000000016,0.302189
12,19,0,0,0,0,0,0,0,0
12,20,0,0,0,0,0,0,0,0
12,21,0,0,0,0,0,0,0,0
12,22,0,0,0,0,0,0,0,0
12,23,0,0,0,0,0,0,0,0