date,month,combined_meanDailyCapFactor,combined_meanDailyEnergyMWh,combined_p90DailyEnergyMWh,combined_p10DailyEnergyMWh,wind_meanDailyCapFactor,wind_meanDailyEnergyMWh,wind_p90DailyEnergyMWh,wind_p10DailyEnergyMWh,solar_meanDailyCapFactor,solar_meanDailyEnergyMWh,solar_p90DailyEnergyMWh,solar_p10DailyEnergyMWh,meanMonthlyEnergyMWh,p90MonthlyEnergyMWh,p10MonthlyEnergyMWh,wind_meanMonthlyEnergyMWh,wind_p90MonthlyEnergyMWh,wind_p10MonthlyEnergyMWh,solar_meanMonthlyEnergyMWh,solar_p90MonthlyEnergyMWh,solar_p10MonthlyEnergyMWh
978300000000,1,0.15163030040563,746.0210779956988,1565.5315099999998,273.74680000000006,0.12567580502929968,542.9194777265742,1390.6800000000003,81.55999999999999,0.3385026671152074,203.10160026912442,271.6845,120.03277999999999,23126.653417866673,31748.960094,14624.933220000003,16830.503809523812,25335.73,8382.75,6296.149608342856,6883.055756000001,5480.901079700002
980978400000,2,0.18039121668390706,887.5247860848225,1806.800554000001,292.518346,0.15933123321466472,688.3109274873532,1609.810000000001,104.32600000000001,0.3320230976624504,199.21385859747045,268.41952,115.95828000000002,25062.009435633336,35303.87121299999,16998.908928,19436.589523809525,29065.549999999996,11501.67,5625.419911823809,6420.492899000002,5029.21466
983397600000,3,0.3062661145908109,1506.829283786791,3026.9059399999996,351.48567999999995,0.3016054645275075,1302.9356067588326,2824.4500000000003,160.22,0.33982279504659474,203.89367702795704,260.07361000000003,123.80316140000002,46711.70779739049,66081.18628,31743.6318661,40391.003809523805,58701.22,26225.63,6320.703987866667,7027.316280000001,5518.001866099999
986076000000,4,0.4998550020982061,2459.2866103231727,3889.181793000001,901.108524,0.5194669532627865,2244.097238095239,3710.8199999999997,704.7410000000001,0.35864895371322725,215.18937222793645,248.356342,153.08908500000004,73778.59830969524,82733.132833,66399.16533999998,67322.91714285713,75627.39,59759.119999999995,6455.681166838095,6928.812449999999,5929.5835373
988668000000,5,0.5492695152791198,2702.4060151732715,3982.9075999999986,1148.7974,0.5760248371451326,2488.4272964669744,3771.71,942.0399999999998,0.35663119784383035,213.97871870629828,235.11285300000003,187.5171,83774.58647037143,96910.062882,71106.814832,77141.2461904762,90286.53,64463.17000000001,6633.3402798952375,6820.506003,6391.463754000001
991346400000,6,0.5627300824009545,2768.6320054126986,4045.31971,1295.6078500000003,0.5947871840094062,2569.4806349206333,3839.784,1086.5750000000003,0.33191895082010564,199.15137049206342,215.86842000000004,170.29665,83058.96016238097,92104.92379999999,73372.07500000001,77084.41904761906,86101.38000000002,67334.98000000001,5974.541114761906,6120.3197,5686.632599999999
993938400000,7,0.5911435147945318,2908.4260927890923,4229.587399999999,1246.3917999999999,0.6250599753939808,2700.259093701997,4022.0399999999995,1028.04,0.34694499847849464,208.16699908709694,227.35670000000002,181.2214,90161.20887646191,101350.1525,82153.99119999999,83708.0319047619,95296.72000000002,75611.13000000002,6453.1769717,6692.152499999999,6189.383849999998
996616800000,8,0.5335152061166689,2624.8948140940074,3960.6195999999995,1371.6001000000003,0.5560307575240369,2402.052872503838,3749.1500000000005,1137.99,0.37140323598361474,222.84194159016894,240.908543,200.2419,81371.73923691426,95513.903645,69194.96171500001,74463.63904761906,88680.84,62315.59,6908.100189295238,7215.240938000002,6568.613354999998
999295200000,9,0.5120921075913665,2519.4931693495246,4033.6893010000013,1314.1940893,0.53052986845973,2291.88903174603,3802.754,1080.237,0.3793402293391532,227.60413760349232,254.42594,192.423881,75584.79508048572,83967.18886000001,65075.690487800006,68756.67095238097,77046.75000000001,58437.26000000001,6828.124128104761,7186.635769999999,6403.21189
1001887200000,10,0.4922636339557651,2421.937079062367,3862.2832000000008,1224.412141,0.5088110847983166,2198.0638863287263,3626.6,999,0.37312198788940104,223.87319273364034,264.26523999999995,160.50361999999998,75080.04945093335,82157.64499400002,69419.67612700001,68139.9804761905,74849.18,62610.28,6940.068974742857,7424.840732999999,6471.272153000002
1004565600000,11,0.3735817524144084,1838.0222218788865,3458.3953059999994,669.452913,0.3782749595825986,1634.1478253968262,3229.8289999999997,459.56,0.33979066080343884,203.87439648206347,269.33135,128.5209189,55140.66665636668,62960.311650300006,46181.157608,49024.43476190475,56866.12999999999,40151.73999999999,6116.231894461904,6679.062609999999,5663.313504
1007157600000,12,0.20980053876300392,1032.218650713979,2285.9754,316.94313,0.1919439715252889,829.1979569892468,2079.8999999999996,112.45,0.3383678228745521,203.02069372473122,268.8279,125.75863999999997,31998.778172133334,42084.339684,23000.427788,25705.136666666665,36316.20000000001,16960.680000000004,6293.641505466665,6868.709640000001,5768.139684